Arts Education
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
,,,,,,,R,11:35 AM-02:25 PM,,,,,"Helene  Boucher",12/04-12/04,EDUC 624,Active
3376,EDEA,442,001,Lecture,3.000,"Methods in Music Education 1.",F,08:35 AM-11:25 AM,20,0,0,0,"Lisa Marie  Lorenzino, Helene  Boucher",09/02-12/04,EDUC 624,Active
3953,EDEA,496,001,Studio,3.000,"Sculpture 1.",T,05:35 PM-08:25 PM,20,0,0,0,"Celina  Segal",09/02-12/04,EDUC 604,Active
4776,EDEA,496,002,Break-Out Room,0.000,"Sculpture 1.",T,05:35 PM-08:25 PM,20,0,0,0,"Celina  Segal",09/02-12/04,EDUC 632,Registration Not Required
Curriculum and Instruction
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1060,EDEC,201,001,Seminar,1.000,"First Year Professional Seminar.",F,02:35 PM-05:25 PM,33,0,0,0,"Enzo  Di Ioia",11/21-12/12,EDUC 433,Active
1061,EDEC,201,002,Seminar,1.000,"First Year Professional Seminar.",F,08:35 AM-11:25 AM,33,0,0,0,"Deborah A G  Heuff-Munro",11/21-12/12,EDUC 433,Active
1062,EDEC,201,003,Seminar,1.000,"First Year Professional Seminar.",F,11:35 AM-02:25 PM,33,0,0,0,"Ginette  Clarke",11/21-12/12,EDUC 211,Active
3843,EDEC,201,004,Seminar,1.000,"First Year Professional Seminar.",F,11:35 AM-02:25 PM,33,0,0,0,"Suzan  Fournier",11/21-12/12,EDUC 437,Active
3844,EDEC,201,005,Seminar,1.000,"First Year Professional Seminar.",F,08:35 AM-11:25 AM,33,0,0,0,"Constance  Buki",11/21-12/12,EDUC 338,Active
3846,EDEC,201,006,Seminar,1.000,"First Year Professional Seminar.",F,02:35 PM-05:25 PM,33,0,0,0,"Donald  Houston",11/21-12/12,EDUC 434,Active
3848,EDEC,201,007,Seminar,1.000,"First Year Professional Seminar.",F,11:35 AM-02:25 PM,33,0,0,0,TBA,11/21-12/12,EDUC 433,Active
1063,EDEC,203,001,Lecture,3.000,"Communication in Education.",F,11:35 AM-02:25 PM,32,0,0,0,"Donna Lee  Smith",09/02-12/04,EDUC 338,Active
1064,EDEC,203,002,Lecture,3.000,"Communication in Education.",F,02:35 PM-05:25 PM,32,0,0,0,"Donna Lee  Smith",09/02-12/04,EDUC 338,Active
1065,EDEC,203,003,Lecture,3.000,"Communication in Education.",TR,08:35 AM-10:25 AM,32,0,0,0,"Jon G  Bradley",09/02-11/06,EDUC 338,Active
1066,EDEC,203,004,Lecture,3.000,"Communication in Education.",MW,08:35 AM-10:25 AM,32,0,0,0,"Jon G  Bradley",09/02-11/12,EDUC 338,Active
,,,,,,,R,08:35 AM-10:25 AM,,,,,"Jon G  Bradley",12/04-12/04,EDUC 338,Active
19358,EDEC,215,001,Language Requirement,0.000,"English Exam for Teacher Certification.",,TBA,500,0,0,0,"Mariusz  Galczynski",11/11-11/14,TBA,Active
3426,EDEC,247,001,Lecture,3.000,"Policy Issues in Quebec Education.",W,05:35 PM-08:25 PM,325,0,0,0,"Tino  Bordonaro",09/02-12/04,MCMED 522,Active
10145,EDEC,247,002,Lecture,3.000,"Policy Issues in Quebec Education.",W,05:35 PM-08:25 PM,40,0,0,0,"Tino  Bordonaro",09/02-12/04,MCMED 522,Active
5076,EDEC,247,761,Lecture,3.000,"Policy Issues in Quebec Education.",W,05:35 PM-08:25 PM,5,0,0,0,"Tino  Bordonaro",09/02-12/04,MCMED 522,Active
3800,EDEC,248,001,Lecture,3.000,"Multicultural Education.",MW,11:35 AM-01:25 PM,100,0,0,0,"Ratna  Ghosh",09/02-11/12,MAASS 10,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,"Ratna  Ghosh",12/04-12/04,MAASS 10,Active
17963,EDEC,248,002,Lecture,3.000,"Multicultural Education.",MW,11:35 AM-01:25 PM,20,0,0,0,"Ratna  Ghosh",09/02-11/12,MAASS 10,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,"Ratna  Ghosh",12/04-12/04,MAASS 10,Active
6248,EDEC,248,003,Lecture,3.000,"Multicultural Education.",MW,11:35 AM-01:25 PM,100,0,0,0,"Mariusz  Galczynski",09/02-11/12,LEA 232,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,"Mariusz  Galczynski",12/04-12/04,LEA 232,Active
15780,EDEC,248,004,Lecture,3.000,"Multicultural Education.",MW,11:35 AM-01:25 PM,20,0,0,0,"Mariusz  Galczynski",09/02-11/12,LEA 232,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,"Mariusz  Galczynski",12/04-12/04,LEA 232,Active
10585,EDEC,249,001,Lecture,3.000,"Global Education and Social Justice.",MW,03:35 PM-05:25 PM,100,0,0,0,"Erin  Sirett",09/02-11/12,ENGMC 13,Active
,,,,,,,R,03:35 PM-05:25 PM,,,,,"Erin  Sirett",12/04-12/04,ENGMC 13,Active
15765,EDEC,249,002,Lecture,3.000,"Global Education and Social Justice.",MW,03:35 PM-05:25 PM,20,0,0,0,"Erin  Sirett",09/02-11/12,ENGMC 13,Active
,,,,,,,R,03:35 PM-05:25 PM,,,,,"Erin  Sirett",12/04-12/04,ENGMC 13,Active
3796,EDEC,260,001,Lecture,3.000,"Philosophical Foundations.",MW,09:35 AM-11:25 AM,115,0,0,0,"Boyd Eric  White",09/02-11/12,LEA 232,Active
,,,,,,,R,09:35 AM-11:25 AM,,,,,"Boyd Eric  White",12/04-12/04,LEA 232,Active
15766,EDEC,260,002,Lecture,3.000,"Philosophical Foundations.",MW,09:35 AM-11:25 AM,10,0,0,0,"Boyd Eric  White",09/02-11/12,LEA 232,Active
,,,,,,,R,09:35 AM-11:25 AM,,,,,"Boyd Eric  White",12/04-12/04,LEA 232,Active
3798,EDEC,260,003,Lecture,3.000,"Philosophical Foundations.",TR,02:35 PM-04:25 PM,135,0,0,0,"Boghos  Zanazanian",09/02-11/06,MCMED 504,Active
15768,EDEC,260,004,Lecture,3.000,"Philosophical Foundations.",TR,02:35 PM-04:25 PM,30,0,0,0,"Boghos  Zanazanian",09/02-11/06,MCMED 504,Active
3795,EDEC,261,001,Lecture,3.000,"Philosophy of Catholic Education.",TR,10:35 AM-12:25 PM,50,0,0,0,"Robert Joseph Di Pede",09/02-11/06,CURRIE 408/9,Active
15769,EDEC,261,002,Lecture,3.000,"Philosophy of Catholic Education.",TR,10:35 AM-12:25 PM,20,0,0,0,"Robert Joseph Di Pede",09/02-11/06,CURRIE 408/9,Active
3794,EDEC,262,001,Lecture,3.000,"Media, Technology and Education.",F,08:35 AM-11:25 AM,60,0,0,0,"Thomas James  Fullerton",09/02-12/04,EDUC 627,Active
3921,EDEC,262,002,Lecture,3.000,"Media, Technology and Education.",F,08:35 AM-11:25 AM,10,0,0,0,"Thomas James  Fullerton",09/02-12/04,EDUC 627,Active
11781,EDEC,262,003,Lecture,3.000,"Media, Technology and Education.",F,11:35 AM-02:25 PM,60,0,0,0,"Lisa  Trimble",09/02-12/04,EDUC 627,Active
3922,EDEC,262,004,Lecture,3.000,"Media, Technology and Education.",F,11:35 AM-02:25 PM,10,0,0,0,"Lisa  Trimble",09/02-12/04,EDUC 627,Active
9909,EDEC,351,001,Seminar,2.000,"Third Professional Seminar (Secondary).",F,08:35 AM-10:25 AM,30,0,0,0,"Naved  Bakali",09/02-12/05,EDUC 434,Active
9911,EDEC,351,002,Seminar,2.000,"Third Professional Seminar (Secondary).",F,08:35 AM-10:25 AM,30,0,0,0,"Ginette  Clarke",09/02-12/05,EDUC 437,Active
9910,EDEC,351,003,Seminar,2.000,"Third Professional Seminar (Secondary).",F,11:35 AM-01:25 PM,30,0,0,0,"Judy  Kenworthy-Grant",09/02-12/05,EDUC 431,Active
Elementary Education
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
3045,EDEE,230,001,Lecture,3.000,"Elementary School Mathematics 1.",T,08:35 AM-11:25 AM,35,0,0,0,"Marta Anna Kobiela",09/02-12/04,EDUC 436,Active
3044,EDEE,230,002,Lecture,3.000,"Elementary School Mathematics 1.",M,02:35 PM-05:25 PM,35,0,0,0,TBA,09/02-12/04,EDUC 436,Active
,,,,,,,R,02:35 PM-05:25 PM,,,,,TBA,12/04-12/04,EDUC 436,Active
3053,EDEE,230,003,Lecture,3.000,"Elementary School Mathematics 1.",W,02:35 PM-05:25 PM,35,0,0,0,"Marta Anna Kobiela",09/02-12/04,EDUC 436,Active
3042,EDEE,230,004,Lecture,3.000,"Elementary School Mathematics 1.",M,08:35 AM-11:25 AM,35,0,0,0,"Annie  Savard",09/02-12/04,EDUC 436,Active
,,,,,,,R,08:35 AM-11:25 AM,,,,,"Annie  Savard",12/04-12/04,EDUC 436,Active
2993,EDEE,270,001,Lecture,3.000,"Elementary School Science.",W,01:35 PM-02:25 PM,130,0,0,0,TBA,09/02-12/04,ENGMC 13,Active
3047,EDEE,270,002,Laboratory,0.000,"Elementary School Science.",R,12:35 PM-02:25 PM,26,0,0,0,TBA,09/02-12/03,EDUC 358,Active
3048,EDEE,270,003,Laboratory,0.000,"Elementary School Science.",R,08:35 AM-10:25 AM,26,0,0,0,TBA,09/02-12/03,EDUC 358,Active
3049,EDEE,270,004,Laboratory,0.000,"Elementary School Science.",R,10:35 AM-12:25 PM,26,0,0,0,TBA,09/02-12/03,EDUC 358,Active
3050,EDEE,270,005,Laboratory,0.000,"Elementary School Science.",F,08:35 AM-10:25 AM,26,0,0,0,TBA,09/02-12/04,EDUC 358,Active
3051,EDEE,270,006,Laboratory,0.000,"Elementary School Science.",F,11:35 AM-01:25 PM,26,0,0,0,TBA,09/02-12/04,EDUC 358,Active
3852,EDEE,325,001,Lecture,3.000,"Children's Literature.",T,05:35 PM-08:25 PM,70,0,0,0,"Donna Lee  Smith",09/02-12/04,MCMED 1034,Active
3851,EDEE,325,002,Lecture,3.000,"Children's Literature.",T,05:35 PM-08:25 PM,20,0,0,0,"Donna Lee  Smith",09/02-12/04,MCMED 1034,Active
9917,EDEE,353,001,Lecture,3.000,"Teaching and Learning in the Elementary Classroom.",M,08:35 AM-11:25 AM,40,0,0,0,"David A  Dillon",09/02-12/08,EDUC 434,Active
,,,,,,,R,08:35 AM-11:25 AM,,,,,"David A  Dillon",12/04-12/04,EDUC 434,Active
9918,EDEE,353,002,Lecture,3.000,"Teaching and Learning in the Elementary Classroom.",M,02:35 PM-05:25 PM,40,0,0,0,"David A  Dillon",09/02-12/08,EDUC 433,Active
,,,,,,,R,02:35 PM-05:25 PM,,,,,"David A  Dillon",12/04-12/04,EDUC 433,Active
9919,EDEE,353,003,Lecture,3.000,"Teaching and Learning in the Elementary Classroom.",M,02:35 PM-05:25 PM,40,0,0,0,"Melanie  Bennett",09/02-12/08,EDUC 434,Active
,,,,,,,R,02:35 PM-05:25 PM,,,,,"Melanie  Bennett",12/04-12/04,EDUC 434,Active
9920,EDEE,353,004,Lecture,3.000,"Teaching and Learning in the Elementary Classroom.",M,02:35 PM-05:25 PM,40,0,0,0,"Marcia  Kennedy-Gaul",09/02-12/08,EDUC 437,Active
,,,,,,,R,02:35 PM-05:25 PM,,,,,"Marcia  Kennedy-Gaul",12/04-12/04,EDUC 437,Active
3336,EDEE,355,001,Lecture,3.000,"Classroom-based Evaluation.",M,02:35 PM-05:25 PM,40,0,0,0,"Christina Ryan  Delaney",09/02-12/08,EDUC 613,Active
,,,,,,,R,02:35 PM-05:25 PM,,,,,"Christina Ryan  Delaney",12/04-12/04,EDUC 613,Active
3337,EDEE,355,002,Lecture,3.000,"Classroom-based Evaluation.",M,11:35 AM-02:25 PM,40,0,0,0,"Lesley  Pasquin",09/02-12/08,EDUC 437,Active
,,,,,,,R,11:35 AM-02:25 PM,,,,,"Lesley  Pasquin",12/04-12/04,EDUC 437,Active
3338,EDEE,355,003,Lecture,3.000,"Classroom-based Evaluation.",M,11:35 AM-02:25 PM,40,0,0,0,"Sheryl  Smith-Gilman",09/02-12/01,EDUC 216,Active
,,,,,,,R,11:35 AM-02:25 PM,,,,,"Sheryl  Smith-Gilman",12/04-12/04,EDUC 216,Active
,,,,,,,M,11:35 AM-02:25 PM,,,,,"Sheryl  Smith-Gilman",12/08-12/08,EDUC 433,Active
9912,EDEE,355,004,Lecture,3.000,"Classroom-based Evaluation.",M,11:35 AM-02:25 PM,40,0,0,0,"Teresa  Germano",09/02-12/08,EDUC 613,Active
,,,,,,,R,11:35 AM-02:25 PM,,,,,"Teresa  Germano",12/04-12/04,EDUC 613,Active
Admin & Policy Studies in Ed
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
3857,EDEM,220,001,Lecture,3.000,"Contemporary Issues in Education.",WF,08:35 AM-09:55 AM,60,0,0,0,"Lisa  Trimble",09/02-12/04,STBIO S3/3,Active
10719,EDEM,220,002,Lecture,3.000,"Contemporary Issues in Education.",WF,08:35 AM-09:55 AM,25,0,0,0,"Lisa  Trimble",09/02-12/04,STBIO S3/3,Active
19012,EDEM,220,003,Lecture,3.000,"Contemporary Issues in Education.",WF,08:35 AM-09:55 AM,15,0,0,0,"Lisa  Trimble",09/02-12/04,STBIO S3/3,Active
Religious Studies
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
19013,EDER,309,001,Lecture,3.000,"The Religious Quest.",R,05:35 PM-08:25 PM,100,0,0,0,"Robert Joseph Di Pede",09/02-12/03,STBIO S3/3,Active
17828,EDER,523,001,Lecture,3.000,"Teaching Judaism: Bible.",,TBA,1,0,0,0,"Eric  Caplan",09/02-12/04,TBA,Active
17829,EDER,527,001,Topics Course,3.000,"Teaching Judaism: Special Topics.",,TBA,1,0,0,0,"Eric  Caplan",09/02-12/04,TBA,Active
Secondary Education
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
9933,EDES,350,001,Lecture,3.000,"Classroom Practices (Secondary).",F,02:35 PM-05:25 PM,30,0,0,0,"John E  Commins",09/02-12/05,EDUC 629,Active
9934,EDES,350,002,Lecture,3.000,"Classroom Practices (Secondary).",F,11:35 AM-02:25 PM,30,0,0,0,"William Keith  Wilcox",09/02-12/05,EDUC 629,Active
9935,EDES,350,003,Lecture,3.000,"Classroom Practices (Secondary).",F,08:35 AM-11:25 AM,30,0,0,0,"Megan Elizabeth Webster",09/02-12/05,EDUC 629,Active
13542,EDES,350,004,Lecture,3.000,"Classroom Practices (Secondary).",F,11:35 AM-02:25 PM,40,0,0,0,"James  Howden",09/02-12/05,EDUC 434,Active
18720,EDES,350,005,Lecture,3.000,"Classroom Practices (Secondary).",F,11:35 AM-02:25 PM,15,0,0,0,"James  Howden",09/02-12/05,EDUC 434,Active
3847,EDES,366,001,Lecture,3.000,"Literature for Young Adults.",M,05:35 PM-08:25 PM,40,0,0,0,"Connie  Morrison",09/02-12/04,STBIO S3/3,Active
,,,,,,,R,05:35 PM-08:25 PM,,,,,"Connie  Morrison",12/04-12/04,STBIO S3/3,Active
8984,EDES,366,002,Lecture,3.000,"Literature for Young Adults.",M,05:35 PM-08:25 PM,40,0,0,0,"Connie  Morrison",09/02-12/04,STBIO S3/3,Active
,,,,,,,R,05:35 PM-08:25 PM,,,,,"Connie  Morrison",12/04-12/04,STBIO S3/3,Active
Student Teaching
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1131,EDFE,200,001,Field Course (GDEU),2.000,"First Field Experience (K/Elem & Secondary).",MTWR,TBA,115,0,0,0,"Fiona J  Benson",11/24-12/11,TBA,Active
2323,EDFE,200,002,Field Course (GDEU),2.000,"First Field Experience (K/Elem & Secondary).",MTWR,TBA,130,0,0,0,"Fiona J  Benson",11/24-12/11,TBA,Active
2974,EDFE,209,001,Field Course (GDEU),2.000,"First Field Experience (TESL).",MTWR,TBA,60,0,0,0,"Fiona J  Benson",11/24-12/11,TBA,Active
7960,EDFE,306,001,Field Course (GDEU),8.000,"Third Field Experience (Kindergarten/Elementary).",TWRF,TBA,180,0,0,0,"Fiona J  Benson",09/02-12/03,TBA,Active
,,,,,,,TWRF,TBA,,,,,"Fiona J  Benson",12/05-12/05,TBA,Active
7962,EDFE,308,001,Field Course (GDEU),8.000,"Third Field Experience (Music).",MTWR,TBA,20,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
1132,EDFE,351,001,Field Course (GDEU),8.000,"Third Field Experience (Secondary).",MTWR,TBA,100,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
1133,EDFE,359,001,Field Course (GDEU),8.000,"Third Field Experience (TESL).",MTWR,TBA,50,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
6430,EDFE,380,001,Field Course (GDEU),7.000,"Third Field Experience (Physical Education).",MTWRF,TBA,55,0,0,0,"Fiona J  Benson",10/14-11/28,TBA,Active
3956,EDFE,406,001,Field Course (GDEU),7.000,"Fourth Field Experience (K/Elem).",,TBA,6,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
7889,EDFE,407,001,Field Course (GDEU),7.000,"Fourth Field Experience (Music).",,TBA,1,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Temporarily closed
7888,EDFE,451,001,Field Course (GDEU),7.000,"Fourth Field Experience (Secondary).",,TBA,1,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Temporarily closed
14149,EDFE,459,001,Field Course (GDEU),7.000,"Fourth Field Experience (TESL).",,TBA,1,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Temporarily closed
6606,EDFE,480,001,Field Course (GDEU),7.000,"Fourth Field Experience (Physical Education).",,TBA,3,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
Education Field Montreal
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
10036,EDFM,260,001,Field Course (GDEU),1.000,"Stage de familiarisation.",,TBA,25,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Temporarily closed
10038,EDFM,361,001,Field Course (GDEU),7.000,"Stage d'enseignement 1.",,TBA,25,0,0,0,"Fiona J  Benson",09/02-12/04,TBA,Active
Kinesiology&Physical Education
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
3368,EDKP,204,001,Lecture,3.000,"Health Education.",MW,09:35 AM-10:25 AM,63,0,0,0,"Paula Louise  Bush",09/02-12/04,CURRIE 305/6,Active
,,,,,,,R,09:35 AM-10:25 AM,,,,,"Paula Louise  Bush",12/04-12/04,CURRIE 305/6,Active
3904,EDKP,204,002,Laboratory,0.000,"Health Education.",M,10:35 AM-11:25 AM,31,0,0,0,"Paula Louise  Bush",09/02-12/04,CURRIE G17,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,"Paula Louise  Bush",12/04-12/04,CURRIE G17,Active
3907,EDKP,204,003,Laboratory,0.000,"Health Education.",W,10:35 AM-11:25 AM,32,0,0,0,"Paula Louise  Bush",09/02-12/04,CURRIE G17,Active
3943,EDKP,217,001,Physical Activities Skill,2.000,"Track & Field / Cross Country.",MW,10:35 AM-12:25 PM,43,0,0,0,"Dennis C  Barrett",09/02-10/10,CURRIE FIELDHOUSE,Active
,,,,,,,TR,08:35 AM-10:25 AM,,,,,"Dennis C  Barrett",09/02-10/10,CURRIE 152,Active
3387,EDKP,218,001,Physical Activities Skill,1.000,"Volleyball 1.",MW,01:35 PM-02:25 PM,30,0,0,0,"Rachele  Beliveau",09/02-12/04,CURRIE 124/1,Active
,,,,,,,R,01:35 PM-02:25 PM,,,,,"Rachele  Beliveau",12/04-12/04,CURRIE 124/1,Active
3388,EDKP,218,002,Physical Activities Skill,1.000,"Volleyball 1.",MW,02:35 PM-03:25 PM,30,0,0,0,"Rachele  Beliveau",09/02-12/04,CURRIE 124/1,Active
,,,,,,,R,02:35 PM-03:25 PM,,,,,"Rachele  Beliveau",12/04-12/04,CURRIE 124/1,Active
1085,EDKP,223,001,Physical Activities Skill,2.000,"Games: Principles and Practice.",TR,12:35 PM-02:25 PM,30,0,0,0,"Michael  Cicchillitti",09/02-12/03,CURRIE 124/1,Active
1086,EDKP,223,002,Physical Activities Skill,2.000,"Games: Principles and Practice.",TR,02:35 PM-04:25 PM,30,0,0,0,"Michael  Cicchillitti",09/02-12/03,CURRIE 124/1,Active
13736,EDKP,225,001,Physical Activities Skill,1.000,"Games: Principles and Practice 2.",T,10:05 AM-11:55 AM,30,0,0,0,"Michael  Cicchillitti",09/02-12/04,CURRIE 124/1,Active
14034,EDKP,225,002,Physical Activities Skill,1.000,"Games: Principles and Practice 2.",R,10:05 AM-11:55 AM,30,0,0,0,"Michael  Cicchillitti",09/02-12/03,CURRIE 124/1,Active
3945,EDKP,228,001,Physical Activities Skill,1.000,"Football 1.",TBA,TBA,25,0,0,0,TBA,09/02-12/04,TBA,Cancelled
1087,EDKP,233,001,Physical Activities Skill,1.000,"Soccer.",MW,10:05 AM-11:25 AM,30,0,0,0,"Jose-Luis  Valdes",09/02-11/05,CURRIE STADIUM,Active
,,,,,,,R,10:05 AM-11:25 AM,,,,,"Jose-Luis  Valdes",12/04-12/04,CURRIE STADIUM,Active
1088,EDKP,233,002,Physical Activities Skill,1.000,"Soccer.",MW,08:35 AM-09:55 AM,30,0,0,0,"Jose-Luis  Valdes",09/02-11/05,CURRIE STADIUM,Active
,,,,,,,R,08:35 AM-09:55 AM,,,,,"Jose-Luis  Valdes",12/04-12/04,CURRIE STADIUM,Active
2991,EDKP,245,001,Physical Activities Skill,1.000,"Special Topics 01.",,TBA,5,0,0,0,TBA,09/02-12/04,NOROOM NEEDED,Active
3942,EDKP,250,001,Field Course (GDEU),3.000,"Practicum 1.",,TBA,10,0,0,0,"Celena  Scheede",09/02-12/04,NOROOM NEEDED,Active
18402,EDKP,250,015,Field Course (GDEU),3.000,"Practicum 1.",,TBA,7,0,0,0,"Celena  Scheede",09/02-12/04,TBA,Active
16904,EDKP,250,016,Field Course (GDEU),3.000,"Practicum 1.",,TBA,1,0,0,0,"Lynn  Bookalam",09/02-12/04,TBA,Active
4973,EDKP,254,001,Physical Activities Skill,1.000,"Principles of Dance.",M,11:35 AM-01:25 PM,60,0,0,0,TBA,09/02-12/04,CURRIE G17,Active
,,,,,,,M,11:35 AM-01:25 PM,,,,,TBA,09/02-12/04,CURRIE ACTIVITY,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,TBA,12/04-12/04,CURRIE G17,Active
,,,,,,,R,11:35 AM-01:25 PM,,,,,TBA,12/04-12/04,CURRIE ACTIVITY,Active
1089,EDKP,261,001,Lecture,3.000,"Motor Development.",W,11:35 AM-01:25 PM,153,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,LEA 26,Active
3964,EDKP,261,002,Lecture,3.000,"Motor Development.",W,11:35 AM-01:25 PM,15,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,LEA 26,Active
1090,EDKP,261,003,Laboratory,0.000,"Motor Development.",W,04:35 PM-05:25 PM,41,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,CURRIE 305/6,Active
1091,EDKP,261,004,Laboratory,0.000,"Motor Development.",M,01:35 PM-02:25 PM,43,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,EDUC 211,Active
,,,,,,,R,01:35 PM-02:25 PM,,,,,"Benoit Jean-Christian Gentil",12/04-12/04,EDUC 211,Active
1093,EDKP,261,005,Laboratory,0.000,"Motor Development.",W,03:35 PM-04:25 PM,44,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,CURRIE 305/6,Active
1092,EDKP,261,006,Laboratory,0.000,"Motor Development.",M,10:35 AM-11:25 AM,43,0,0,0,"Benoit Jean-Christian Gentil",09/02-12/04,EDUC 211,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,"Benoit Jean-Christian Gentil",12/04-12/04,EDUC 211,Active
17283,EDKP,292,001,Lecture,3.000,"Nutrition and Wellness.",TR,04:05 PM-05:25 PM,175,0,0,0,"Hugues  Plourde",09/02-12/03,MDHAR G-10,Active
