Biomedical Engineering
2550,EXTL,IUMD,003,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2551,EXTL,IUMD,004,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2552,EXTL,IUMD,005,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2553,EXTL,IUMD,006,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2554,EXTL,IUMD,007,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2555,EXTL,IUMD,008,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2556,EXTL,IUMD,009,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2557,EXTL,IUMD,010,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2558,EXTL,IUMD,011,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2559,EXTL,IUMD,012,Inter-University Transfer Crse,0.000,"Inter-University Transfer",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2433,EXTL,LAMD,001,Leave of Absence,0.000,"Leave of Absence-Medicine",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
9344,EXTL,LAMP,001,Leave of Absence,0.000,"Leave of Absence-Med Residents",TBA,TBA,100,0,0,0,TBA,09/02-12/04,TBA,Active
2403,EXTL,TAMD,001,Term Away,0.000,"Term Away-Medicine",TBA,TBA,999,0,0,0,TBA,09/02-12/04,TBA,Active
Family Medicine
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1867,FMED,402,001,Field Course (GDEU),4.000,"Family Medicine - Clerkships.",TBA,TBA,200,0,0,0,TBA,09/02-12/04,TBA,Active
18160,FMED,405,001,Field Course (GDEU),8.000,"Family Medicine - Core Clerkships.",TBA,TBA,235,0,0,0,TBA,07/21-11/16,TBA,Active
10894,FMED,500,001,Seminar,1.000,"Introduction to Research.",F,09:35 AM-12:25 PM,20,0,0,0,"Pierre  Pluye, Peter Ivan Nugus, Isabelle Marie Vedel, Gillian  Bartlett-Esquilant",09/12-10/10,000254 05,Active
18098,FMED,504D1,001,Seminar,0.500,"Family Medicine Research Seminars.",R,12:05 PM-01:25 PM,20,0,0,0,"Jonathan  Salsberg, Neil  Andersson, Gillian  Bartlett-Esquilant",09/02-12/04,000254 04,Active
19572,FMED,505,001,Lecture,3.000,"Basic Analysis for Health Data.",TR,09:35 AM-11:25 AM,20,0,0,0,"Gillian  Bartlett-Esquilant",09/02-12/04,000254 04,Active
Internal Medicine
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
18161,IMED,401,001,Field Course (GDEU),8.000,"Medicine - Clerkships.",TBA,TBA,235,0,0,0,TBA,07/21-11/16,TBA,Active
17364,IMED,406,001,Field Course (GDEU),4.000,"Geriatric Medicine - Senior Clerkships.",,TBA,235,0,0,0,TBA,07/01-11/16,TBA,Active
,,,,,,,F,02:35 PM-04:25 PM,,,,,TBA,10/17-10/17,MCMED 409,Active
,,,,,,,F,02:35 PM-04:25 PM,,,,,TBA,11/14-11/14,MCMED 409,Active
Interdisciplinary Studies
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
18083,INDS,111,001,Lecture,6.000,"Molecules to Global Health.",,TBA,235,0,0,0,TBA,08/25-12/14,TBA,Active
,,,,,,,T,08:35 AM-09:25 AM,,,,,TBA,09/02-09/02,MCMED 504,Active
,,,,,,,T,09:35 AM-10:25 AM,,,,,TBA,09/02-09/02,MCMED 504,Active
,,,,,,,T,10:35 AM-11:25 AM,,,,,TBA,09/02-09/02,MCMED 504,Active
,,,,,,,W,08:35 AM-09:25 AM,,,,,TBA,09/03-09/03,MCMED 504,Active
,,,,,,,W,09:35 AM-10:25 AM,,,,,TBA,09/03-09/03,MCMED 504,Active
,,,,,,,W,10:35 AM-11:25 AM,,,,,TBA,09/03-09/03,MCMED 504,Active
,,,,,,,R,08:35 AM-09:25 AM,,,,,TBA,09/04-09/04,MCMED 504,Active
,,,,,,,R,09:35 AM-10:25 AM,,,,,TBA,09/04-09/04,MCMED 504,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,TBA,09/04-09/04,MCMED 504,Active
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/04-09/04,MCMED 521,Active
,,,,,,,F,08:35 AM-09:25 AM,,,,,TBA,09/05-09/05,MCMED 504,Active
,,,,,,,F,09:35 AM-10:25 AM,,,,,TBA,09/05-09/05,MCMED 504,Active
,,,,,,,F,10:35 AM-11:25 AM,,,,,TBA,09/05-09/05,MCMED 504,Active
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/05-09/05,MCMED 504,Active
,,,,,,,M,08:35 AM-09:25 AM,,,,,TBA,09/08-09/08,MCMED 504,Active
,,,,,,,M,09:35 AM-10:25 AM,,,,,TBA,09/08-09/08,MCMED 504,Active
,,,,,,,M,10:35 AM-11:25 AM,,,,,TBA,09/08-09/08,MCMED 504,Active
,,,,,,,T,08:35 AM-09:25 AM,,,,,TBA,09/09-09/09,MCMED 504,Active
,,,,,,,T,09:35 AM-10:25 AM,,,,,TBA,09/09-09/09,MCMED 504,Active
,,,,,,,T,10:35 AM-11:25 AM,,,,,TBA,09/09-09/09,MCMED 504,Active
,,,,,,,W,08:35 AM-09:25 AM,,,,,TBA,09/10-09/10,MCMED 504,Active
,,,,,,,W,09:35 AM-10:25 AM,,,,,TBA,09/10-09/10,MCMED 504,Active
,,,,,,,W,10:35 AM-11:25 AM,,,,,TBA,09/10-09/10,MCMED 504,Active
,,,,,,,R,08:35 AM-09:25 AM,,,,,TBA,09/11-09/11,MCMED 504,Active
,,,,,,,R,09:35 AM-10:25 AM,,,,,TBA,09/11-09/11,MCMED 504,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,TBA,09/11-09/11,MCMED 504,Active
,,,,,,,F,08:35 AM-09:25 AM,,,,,TBA,09/12-09/12,MCMED 504,Active
,,,,,,,F,09:35 AM-10:25 AM,,,,,TBA,09/12-09/12,MCMED 504,Active
,,,,,,,F,10:35 AM-11:25 AM,,,,,TBA,09/12-09/12,MCMED 504,Active
,,,,,,,M,08:35 AM-09:25 AM,,,,,TBA,09/15-09/15,MCMED 504,Active
,,,,,,,M,09:35 AM-10:25 AM,,,,,TBA,09/15-09/15,MCMED 504,Active
,,,,,,,M,10:35 AM-11:25 AM,,,,,TBA,09/15-09/15,MCMED 504,Active
,,,,,,,T,08:35 AM-09:25 AM,,,,,TBA,09/16-09/16,MCMED 504,Active
,,,,,,,T,09:35 AM-10:25 AM,,,,,TBA,09/16-09/16,MCMED 504,Active
,,,,,,,T,10:35 AM-11:25 AM,,,,,TBA,09/16-09/16,MCMED 504,Active
,,,,,,,W,08:35 AM-09:25 AM,,,,,TBA,09/17-09/17,MCMED 504,Active
,,,,,,,W,09:35 AM-10:25 AM,,,,,TBA,09/17-09/17,MCMED 504,Active
,,,,,,,W,10:35 AM-11:25 AM,,,,,TBA,09/17-09/17,MCMED 504,Active
,,,,,,,R,08:35 AM-09:25 AM,,,,,TBA,09/18-09/18,MCMED 504,Active
,,,,,,,R,09:35 AM-10:25 AM,,,,,TBA,09/18-09/18,MCMED 504,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,TBA,09/18-09/18,MCMED 504,Active
,,,,,,,F,08:35 AM-09:25 AM,,,,,TBA,09/19-09/19,SADB M-1,Active
,,,,,,,F,09:35 AM-10:25 AM,,,,,TBA,09/19-09/19,SADB M-1,Active
,,,,,,,F,10:35 AM-11:25 AM,,,,,TBA,09/19-09/19,SADB M-1,Active
,,,,,,,M,08:35 AM-09:25 AM,,,,,TBA,09/22-09/22,MCMED 504,Active
,,,,,,,M,09:35 AM-10:25 AM,,,,,TBA,09/22-09/22,MCMED 504,Active
,,,,,,,M,10:35 AM-11:25 AM,,,,,TBA,09/22-09/22,MCMED 504,Active
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/22-09/22,MCMED 504,Active
,,,,,,,T,08:35 AM-09:25 AM,,,,,TBA,09/23-09/23,MCMED 504,Active
,,,,,,,T,09:35 AM-10:25 AM,,,,,TBA,09/23-09/23,MCMED 504,Active
,,,,,,,T,10:35 AM-11:25 AM,,,,,TBA,09/23-09/23,MCMED 504,Active
,,,,,,,W,08:35 AM-09:25 AM,,,,,TBA,09/24-09/24,MCMED 504,Active
,,,,,,,W,09:35 AM-10:25 AM,,,,,TBA,09/24-09/24,MCMED 504,Active
,,,,,,,W,10:35 AM-11:25 AM,,,,,TBA,09/24-09/24,MCMED 504,Active
,,,,,,,R,08:35 AM-09:25 AM,,,,,TBA,09/25-09/25,MCMED 504,Active
,,,,,,,R,09:35 AM-10:25 AM,,,,,TBA,09/25-09/25,MCMED 504,Active
,,,,,,,R,10:35 AM-11:25 AM,,,,,TBA,09/25-09/25,MCMED 504,Active
,,,,,,,F,08:35 AM-09:25 AM,,,,,TBA,09/26-09/26,MCMED 504,Active
,,,,,,,F,09:35 AM-10:25 AM,,,,,TBA,09/26-09/26,MCMED 504,Active
,,,,,,,F,10:35 AM-11:25 AM,,,,,TBA,09/26-09/26,MCMED 504,Active
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/26-09/26,MCMED 521,Active
18084,INDS,111,002,Small Group Teaching,0.000,"Molecules to Global Health.",,TBA,240,0,0,0,TBA,08/25-12/14,TBA,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 220,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 205,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 201,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 203,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 202,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 210/11,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 208/9,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 221,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/02-09/02,MCMED 204,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/03-09/03,MCMED 203,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/03-09/03,MCMED 202,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/03-09/03,MCMED 201,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 204,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 221,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 202,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 201,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 210/11,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 203,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 220,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 205,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/09-09/09,MCMED 208/9,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 204,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 205,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 220,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 221,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 203,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 202,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 201,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/10-09/10,MCMED 210/11,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 201,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 202,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 203,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 204,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 205,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 221,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 220,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 210/11,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/11-09/11,MCMED 208/9,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 205,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 204,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 201,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 208/9,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 220,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 202,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 1101,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 1027,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 1019,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 203,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/12-09/12,MCMED 221,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 202,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 203,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 204,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 201,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 220,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 221,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 409,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/15-09/15,MCMED 205,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 220,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 201,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 202,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 409,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 204,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 205,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/16-09/16,MCMED 203,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 204,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 203,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 202,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 205,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 220,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 409,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/17-09/17,MCMED 201,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 205,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 204,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 203,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 221,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 201,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 210/11,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 220,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/18-09/18,MCMED 202,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 208/9,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 201,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 202,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 203,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 210/11,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 205,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 220,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 221,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/19-09/19,MCMED 204,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 204,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 203,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 202,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 201,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 205,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 208/9,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 220,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 221,Registration Not Required
,,,,,,,T,12:35 PM-03:25 PM,,,,,TBA,09/23-09/23,MCMED 210/11,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 202,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 203,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 204,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 205,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 201,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 221,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 210/11,Registration Not Required
,,,,,,,W,12:35 PM-02:25 PM,,,,,TBA,09/24-09/24,MCMED 208/9,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 521,Registration Not Required
,,,,,,,W,12:35 PM-03:25 PM,,,,,TBA,09/24-09/24,MCMED 220,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 210/11,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 208/9,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 220,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 221,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 521,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 202,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 203,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 204,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 205,Registration Not Required
,,,,,,,R,12:35 PM-03:25 PM,,,,,TBA,09/25-09/25,MCMED 201,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/26-09/26,MCMED 210/11,Registration Not Required
,,,,,,,F,12:35 PM-03:25 PM,,,,,TBA,09/26-09/26,MCMED 208/9,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 221,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 220,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 208/9,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 206/7,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 205,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 201,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 202,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 203,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 204,Registration Not Required
,,,,,,,M,12:35 PM-03:25 PM,,,,,TBA,09/29-09/29,MCMED 210/11,Registration Not Required
18178,INDS,111,003,Laboratory,0.000,"Molecules to Global Health.",,12:35 PM-02:25 PM,240,0,0,0,TBA,08/25-12/14,TBA,Registration Not Required
,,,,,,,W,12:35 PM-02:25 PM,,,,,TBA,09/03-09/03,SADB 1/56,Registration Not Required
,,,,,,,R,12:35 PM-02:25 PM,,,,,TBA,09/04-09/04,SADB 1/56,Registration Not Required
,,,,,,,M,12:35 PM-02:25 PM,,,,,TBA,09/08-09/08,SADB 1/56,Registration Not Required
,,,,,,,W,12:35 PM-02:25 PM,,,,,TBA,09/10-09/10,SADB 1/56,Registration Not Required
18428,INDS,111,004,Small Group Teaching,0.000,"Molecules to Global Health.",TBA,TBA,240,0,0,0,TBA,08/25-12/14,TBA,Registration Not Required
18429,INDS,111,005,Small Group Teaching,0.000,"Molecules to Global Health.",TBA,TBA,240,0,0,0,TBA,08/25-12/14,TBA,Registration Not Required
18430,INDS,111,006,Small Group Teaching,0.000,"Molecules to Global Health.",TBA,TBA,240,0,0,0,TBA,08/25-12/14,TBA,Registration Not Required
